Date,Game,Media_Channel,Cost,Daily_Total_Revenue,Daily_Total_Installs
2014-11-22,8_ball_pool,Unity,4210.865615164742,21832.067834191006,2381
2014-11-23,8_ball_pool,Unity,4373.222558053565,16618.21152810307,2257
2014-11-24,8_ball_pool,Unity,3632.627246967567,16061.194772303159,2159
2014-11-25,8_ball_pool,Unity,4380.730377384542,18113.704273793206,2357
2014-11-26,8_ball_pool,Unity,4433.948353268542,12383.41857268955,2317
2014-11-27,8_ball_pool,Unity,3966.6876534270395,19051.571743707897,2258
2014-11-28,8_ball_pool,Unity,4001.736374365876,15124.642669787198,2276
2014-11-29,8_ball_pool,Unity,4260.342225830539,12830.693775272448,2049
2014-11-30,8_ball_pool,Unity,4210.892953842495,15522.521830214759,2357
2014-12-01,8_ball_pool,Unity,2832.8802876825876,9937.53493256884,2033
2014-12-02,8_ball_pool,Unity,3849.8340406268685,14237.693179030488,1918
2014-12-03,8_ball_pool,Unity,3618.1080899411036,8554.01958679073,1839
2014-12-04,8_ball_pool,Unity,3947.5111429163776,13301.707938994123,1882
2014-12-05,8_ball_pool,Unity,4097.502102949742,13995.359749114492,2008
2014-12-06,8_ball_pool,Unity,4499.877093861289,7497.066131050399,2070
2014-12-07,8_ball_pool,Unity,4511.8638506285,9187.655841247444,2042
2014-12-08,8_ball_pool,Unity,3839.8144680814307,13340.265529162727,1890
2014-12-09,8_ball_pool,Unity,4102.6167899138245,12719.94746849247,1992
2014-12-10,8_ball_pool,Unity,4089.426176977582,8902.958528301431,2140
2014-12-11,8_ball_pool,Unity,4212.700580769105,11316.408595939392,1977
2014-12-12,8_ball_pool,Unity,4302.163507377012,16410.309588683525,1825
2014-12-13,8_ball_pool,Unity,4132.10158587461,15825.638053048122,2028
2014-12-14,8_ball_pool,Unity,3707.991011730792,12023.009534931873,1731
2014-12-15,8_ball_pool,Unity,3166.4688690481325,14306.985173298308,1894
2014-12-16,8_ball_pool,Unity,3804.9375087166322,16457.21023309058,2064
2014-12-17,8_ball_pool,Unity,3867.309454346304,13358.551811733934,1902
2014-12-18,8_ball_pool,Unity,3952.8621781158176,14720.634292350122,2032
2014-12-19,8_ball_pool,Unity,4346.2569853949135,12937.35662261541,2036
2014-12-20,8_ball_pool,Unity,4500.757095627695,15722.029015662632,2017
2014-12-21,8_ball_pool,Unity,4037.6731357027456,14798.543236899155,2064
2014-12-22,8_ball_pool,Unity,4079.0025743036545,11841.379616275437,1952
2014-12-23,8_ball_pool,Unity,4181.35533026859,14338.176892084964,2057
2014-12-24,8_ball_pool,Unity,3790.6811444839077,10581.815219440916,1842
2014-12-25,8_ball_pool,Unity,3520.343284957723,7134.996645257219,1917
2014-12-26,8_ball_pool,Unity,4090.5968543071963,14740.107457122405,1977
2014-12-27,8_ball_pool,Unity,4232.907982173243,14921.553287035871,2020
2014-12-28,8_ball_pool,Unity,4253.872737243158,11525.703855406286,1879
2014-12-29,8_ball_pool,Unity,4489.316692116025,14036.495914973704,1921
2014-12-30,8_ball_pool,Unity,3415.1390154079368,13756.368353162652,1883
2014-12-31,8_ball_pool,Unity,3795.2196677143797,12407.478167236619,1987
2015-01-01,8_ball_pool,Unity,3639.0718792643966,10776.70698287891,1763
2015-01-02,8_ball_pool,Unity,4572.987141094512,11750.731207170487,2136
2015-01-03,8_ball_pool,Unity,4294.093521354733,16436.27180766871,2063
2015-01-04,8_ball_pool,Unity,3959.2800435971785,14075.179435307891,1893
2015-01-05,8_ball_pool,Unity,4427.529589818312,9841.562672458173,1924
2015-01-06,8_ball_pool,Unity,4363.686977991315,15759.168086062167,1980
2015-01-07,8_ball_pool,Unity,3888.413301210633,12510.690033815083,1784
2015-01-08,8_ball_pool,Unity,4164.454140017524,12696.92352585877,2066
2015-01-09,8_ball_pool,Unity,4161.698976083678,14093.99868792776,1933
2015-01-10,8_ball_pool,Unity,4241.831592461448,11478.53533840999,1985
2015-01-11,8_ball_pool,Unity,3984.4319858192525,11071.455347976336,1961
2015-01-12,8_ball_pool,Unity,4265.533513608901,12796.49609282741,2042
2015-01-13,8_ball_pool,Unity,4000.681100466349,13162.692683938028,1788
2015-01-14,8_ball_pool,Unity,3814.5353990787967,12913.575556794027,1881
2015-01-15,8_ball_pool,Unity,3811.1109524131343,13461.48186822185,1960
2015-01-16,8_ball_pool,Unity,4064.4511026262044,12069.543323397633,1844
2015-01-17,8_ball_pool,Unity,3662.596239626266,12963.803294896525,2098
2015-01-18,8_ball_pool,Unity,4447.806035585474,7347.681607784195,1929
2015-01-19,8_ball_pool,Unity,4252.110219754414,11566.419954121127,1958
2015-01-20,8_ball_pool,Unity,3543.211448933144,13989.697680993355,1893
2015-01-21,8_ball_pool,Unity,3113.476332286608,14596.71311289972,1934
2015-01-22,8_ball_pool,Unity,3842.243161490742,15282.333586804834,1974
2015-01-23,8_ball_pool,Unity,4032.531288262181,11534.326383247468,1921
2015-01-24,8_ball_pool,Unity,4791.0802795095215,11195.732754534547,1959
2015-01-25,8_ball_pool,Unity,4327.02606128708,10054.901225082413,1927
2015-01-26,8_ball_pool,Unity,3970.09989182114,12085.694280853797,2082
2015-01-27,8_ball_pool,Unity,3997.1820334846457,16386.401017157867,2059
2015-01-28,8_ball_pool,Unity,3732.4671218387866,13859.359903612982,1912
2015-01-29,8_ball_pool,Unity,4014.7607933315167,12578.152890428037,2028
2015-01-30,8_ball_pool,Unity,3760.215293456971,13748.715428455407,1920
2015-01-31,8_ball_pool,Unity,4229.77608779432,10399.192139538245,1921
2015-02-01,8_ball_pool,Unity,4128.606858586221,13122.243210794939,1812
2015-02-02,8_ball_pool,Unity,3774.0243973108763,8413.660470160848,1662
2015-02-03,8_ball_pool,Unity,4333.802658401596,11796.88261732271,1763
2015-02-04,8_ball_pool,Unity,4727.571650660872,12372.529571514146,1857
2015-02-05,8_ball_pool,Unity,4049.1062555833696,11702.740648246508,1847
2015-02-06,8_ball_pool,Unity,4423.549053641223,12861.876219898339,1932
2015-02-07,8_ball_pool,Unity,3807.8750772532967,9048.26659452254,1697
2015-02-08,8_ball_pool,Unity,3335.933264943925,11341.441808992171,1607
2015-02-09,8_ball_pool,Unity,4136.851826957083,9728.984892776429,1725
2015-02-10,8_ball_pool,Unity,4232.823576660294,11515.120220784342,1756
2015-02-11,8_ball_pool,Unity,3394.005510786859,12102.687340105424,1597
2015-02-12,8_ball_pool,Unity,3346.9493998188323,10432.01514160216,1577
2015-02-13,8_ball_pool,Unity,4291.966659722007,10412.412263883625,1773
2015-02-14,8_ball_pool,Unity,3416.639689115814,12795.396819735659,1645
2015-02-15,8_ball_pool,Unity,3514.7778031667276,10035.504852677255,1788
2015-02-16,8_ball_pool,Unity,4620.683624291535,9985.998498141638,1733
2015-02-17,8_ball_pool,Unity,4858.999737745384,15050.807805023904,1792
2015-02-18,8_ball_pool,Unity,3658.457194742223,12046.766860966894,1717
2015-02-19,8_ball_pool,Unity,4652.837407603344,13526.707067309762,1782
2015-02-20,8_ball_pool,Unity,4085.2633136959726,8625.885040441204,1803
2015-02-21,8_ball_pool,Unity,3995.0902518429725,10738.592270785715,1619
2015-02-22,8_ball_pool,Unity,4454.317103583503,10731.19636575835,1707
2015-02-23,8_ball_pool,Unity,3944.5981770383264,11060.011024980902,1879
2015-02-24,8_ball_pool,Unity,4355.103871015982,13136.005141064968,1780
2015-02-25,8_ball_pool,Unity,4152.453735469266,10440.808411359441,1657
2015-02-26,8_ball_pool,Unity,3796.42176681224,11249.075415142826,1719
2015-02-27,8_ball_pool,Unity,3733.5244417608405,10100.015728580998,1704
2015-02-28,8_ball_pool,Unity,3815.6491076333346,10546.617633928374,1710
2015-03-01,8_ball_pool,Unity,4226.838447490602,12417.154593490837,1673
2015-03-02,8_ball_pool,Unity,3680.2648732392654,13625.184402294797,1529
2015-03-03,8_ball_pool,Unity,3680.3876581783506,11132.695319121605,1508
2015-03-04,8_ball_pool,Unity,4493.22382998222,11268.523019797012,1549
2015-03-05,8_ball_pool,Unity,4528.346280299767,9544.197918585478,1567
2015-03-06,8_ball_pool,Unity,4375.600489931367,10292.918345215083,1708
2015-03-07,8_ball_pool,Unity,4217.165152449744,10731.220984219974,1529
2015-03-08,8_ball_pool,Unity,4228.956667609834,9219.48232238849,1682
2015-03-09,8_ball_pool,Unity,3991.679448286832,9410.054882757662,1632
2015-03-10,8_ball_pool,Unity,3877.615608326994,9586.368885880443,1543
2015-03-11,8_ball_pool,Unity,4089.581007407174,7679.001195051594,1424
2015-03-12,8_ball_pool,Unity,5180.996176721488,8578.699268409999,1555
2015-03-13,8_ball_pool,Unity,3414.3553983151946,7468.694223949348,1399
2015-03-14,8_ball_pool,Unity,4485.983958060113,7953.985357290506,1485
2015-03-15,8_ball_pool,Unity,3840.5885154578473,9651.305930938488,1567
2015-03-16,8_ball_pool,Unity,4093.866159839093,10141.217093793612,1661
2015-03-17,8_ball_pool,Unity,3433.190288825117,11005.131408226649,1499
2015-03-18,8_ball_pool,Unity,3554.717004536048,11842.267994227012,1448
2015-03-19,8_ball_pool,Unity,4200.270574668523,11158.823729637055,1567
2015-03-20,8_ball_pool,Unity,4487.704614580134,9290.682881376692,1477
2015-03-21,8_ball_pool,Unity,4383.875906177137,8746.858496215189,1505
2015-03-22,8_ball_pool,Unity,4310.60225598207,7914.903699612564,1473
2015-03-23,8_ball_pool,Unity,3862.776381303055,11177.000325565961,1648
2015-03-24,8_ball_pool,Unity,3513.227260412539,11706.846796756026,1579
2015-03-25,8_ball_pool,Unity,3577.4391410182366,8759.128881796923,1438
2015-03-26,8_ball_pool,Unity,4128.058160313749,11938.231430232092,1558
2015-03-27,8_ball_pool,Unity,4202.476618880198,10934.089847363908,1569
2015-03-28,8_ball_pool,Unity,3401.4601050410993,10015.004472887278,1496
2015-03-29,8_ball_pool,Unity,3423.2806993304216,10519.061313844906,1549
2015-03-30,8_ball_pool,Unity,3327.1999422473464,11101.86792328069,1539
2015-03-31,8_ball_pool,Unity,3806.4855852914693,10021.210220809215,1519
2015-04-01,8_ball_pool,Unity,4038.370692128675,8186.655595581136,1648
2015-04-02,8_ball_pool,Unity,4220.0796538819905,9091.16275138655,1718
2015-04-03,8_ball_pool,Unity,4182.690796256584,14225.779017844357,1731
2015-04-04,8_ball_pool,Unity,3863.358879429598,15747.887606894968,1840
2015-04-05,8_ball_pool,Unity,3734.38589349295,11701.889193640218,1712
2015-04-06,8_ball_pool,Unity,3870.9121081406893,14212.974200432294,1686
2015-04-07,8_ball_pool,Unity,4265.273298748071,9114.80998574819,1802
2015-04-08,8_ball_pool,Unity,4153.0378270986375,11399.546069663382,1790
2015-04-09,8_ball_pool,Unity,3623.8139863774786,12455.201907649369,1755
2015-04-10,8_ball_pool,Unity,4049.9223367090995,8206.803751550931,1748
2015-04-11,8_ball_pool,Unity,4057.0695078737967,8648.726139832677,1679
2015-04-12,8_ball_pool,Unity,3792.543107127075,10484.74373248818,1722
2015-04-13,8_ball_pool,Unity,4445.98402490871,9893.524387231108,1710
2015-04-14,8_ball_pool,Unity,4373.073806703071,10161.48582571248,1737
2015-04-15,8_ball_pool,Unity,4225.549410120319,13858.882342098002,1822
2015-04-16,8_ball_pool,Unity,3987.9377654891546,14941.30961290489,1702
2015-04-17,8_ball_pool,Unity,3945.76881870523,10955.206887689917,1610
2015-04-18,8_ball_pool,Unity,4283.369883945846,14026.793593539423,1692
2015-04-19,8_ball_pool,Unity,4267.359189117102,12249.98497070176,1775
2015-04-20,8_ball_pool,Unity,4335.508741828823,8698.123395110077,1788
2015-04-21,8_ball_pool,Unity,4144.543185896033,10766.342298179214,1768
2015-04-22,8_ball_pool,Unity,4668.942385583485,12454.241840591141,1827
2015-04-23,8_ball_pool,Unity,3983.516833473167,11406.07397972216,1832
2015-04-24,8_ball_pool,Unity,4138.179221812815,10817.235711072419,1714
2015-04-25,8_ball_pool,Unity,4259.5563575924,10693.824743513502,1697
2015-04-26,8_ball_pool,Unity,4195.322662778466,14804.023579179859,1937
2015-04-27,8_ball_pool,Unity,3972.037646192423,9058.42189204285,1635
2015-04-28,8_ball_pool,Unity,4735.884248549113,12906.903418930895,1779
2015-04-29,8_ball_pool,Unity,3619.9882666635617,8557.210871099258,1723
2015-04-30,8_ball_pool,Unity,3286.2837260175856,10161.815390330328,1567
2015-05-01,8_ball_pool,Unity,3924.7802044207097,14219.183544320498,1920
2015-05-02,8_ball_pool,Unity,4525.708106588123,16999.2386559275,2006
2015-05-03,8_ball_pool,Unity,4224.498453296518,12664.565502920592,1944
2015-05-04,8_ball_pool,Unity,3885.4913921695197,11437.600661537246,1869
2015-05-05,8_ball_pool,Unity,4022.9621246841775,13720.007794035784,1899
2015-05-06,8_ball_pool,Unity,4145.177934340752,11642.220082696738,2021
2015-05-07,8_ball_pool,Unity,4399.519808209276,11848.555390903062,2130
2015-05-08,8_ball_pool,Unity,4163.846509841624,12602.516882692566,2029
2015-05-09,8_ball_pool,Unity,4511.764686583156,10725.935730595178,2111
2015-05-10,8_ball_pool,Unity,4154.523953048623,16837.57634914986,2096
2015-05-11,8_ball_pool,Unity,3920.725020394881,13993.899694814967,2008
2015-05-12,8_ball_pool,Unity,3744.374989082292,13815.014711421412,2052
2015-05-13,8_ball_pool,Unity,3550.39458733507,14413.968071904437,1920
2015-05-14,8_ball_pool,Unity,4895.856575192354,12641.500440336018,1993
2015-05-15,8_ball_pool,Unity,4277.791196891857,15484.147664257562,1946
2015-05-16,8_ball_pool,Unity,4354.412511034355,15893.344790925516,2048
2015-05-17,8_ball_pool,Unity,3688.381578878975,12778.670601231053,1982
2015-05-18,8_ball_pool,Unity,4150.759475502771,15816.61182510524,1794
2015-05-19,8_ball_pool,Unity,3413.12881752261,11360.24945491603,1855
2015-05-20,8_ball_pool,Unity,4229.65481019981,16599.523533561194,2008
2015-05-21,8_ball_pool,Unity,4996.402643344722,15004.38483143024,1923
2015-05-22,8_ball_pool,Unity,3986.092035608964,13058.732034467517,1984
2015-05-23,8_ball_pool,Unity,3788.935043006359,15641.464977518866,1994
2015-05-24,8_ball_pool,Unity,3609.504164037184,12304.956665004984,1847
2015-05-25,8_ball_pool,Unity,4351.317256297257,12066.378235382537,1989
2015-05-26,8_ball_pool,Unity,4352.114157200472,10182.974610253465,1922
2015-05-27,8_ball_pool,Unity,4218.934118391343,16989.268831895773,1946
2015-05-28,8_ball_pool,Unity,3836.5230305250684,11525.315226668676,1819
2015-05-29,8_ball_pool,Unity,3916.7049826412313,13041.529159970134,2041
2015-05-30,8_ball_pool,Unity,3696.869732199674,16315.894625984442,1989
2015-05-31,8_ball_pool,Unity,4469.157196758959,14077.171346390238,2024
2015-06-01,8_ball_pool,Unity,4258.811415011017,15407.211514077317,2181
2015-06-02,8_ball_pool,Unity,4584.266889126273,20960.092149702283,2224
2015-06-03,8_ball_pool,Unity,4492.1474243277025,12400.113608911752,2210
2015-06-04,8_ball_pool,Unity,3918.7810961439436,18062.018804089465,2198
2015-06-05,8_ball_pool,Unity,4065.8556124571046,13191.27167683969,2162
2015-06-06,8_ball_pool,Unity,4137.994307025886,13676.075811134953,2224
2015-06-07,8_ball_pool,Unity,4138.289045861962,16934.90999049729,2042
2015-06-08,8_ball_pool,Unity,3582.6608290960335,15289.73076323955,2167
2015-06-09,8_ball_pool,Unity,4387.866106848599,16436.677209830646,2192
2015-06-10,8_ball_pool,Unity,3520.6620096152906,14639.991042634407,2066
2015-06-11,8_ball_pool,Unity,3502.1934833938058,10456.58283210302,1902
2015-06-12,8_ball_pool,Unity,4727.906044370489,9612.904458069697,2099
2015-06-13,8_ball_pool,Unity,3529.8973649216828,15885.82150374797,2227
2015-06-14,8_ball_pool,Unity,4422.056573670441,14317.372780278267,2333
2015-06-15,8_ball_pool,Unity,4576.16975966387,14456.230544359105,2195
2015-06-16,8_ball_pool,Unity,4181.373952961251,12752.858703345006,2149
2015-06-17,8_ball_pool,Unity,3969.325510291105,17477.986852676426,2244
2015-06-18,8_ball_pool,Unity,3483.1259836745458,13380.768991408033,2091
2015-06-19,8_ball_pool,Unity,3662.107898149803,15227.017189696615,2166
2015-06-20,8_ball_pool,Unity,4027.694285100668,16512.4452959577,2176
2015-06-21,8_ball_pool,Unity,3688.627797629681,8749.632408443302,2194
2015-06-22,8_ball_pool,Unity,3377.8258347877463,13473.857613562246,2206
2015-06-23,8_ball_pool,Unity,3587.399916965669,14791.86778764375,2215
2015-06-24,8_ball_pool,Unity,4337.168771124357,17912.108071250455,2323
2015-06-25,8_ball_pool,Unity,4300.254264974784,14898.498826396739,2131
2015-06-26,8_ball_pool,Unity,3954.7095749415685,13129.215495077098,2157
2015-06-27,8_ball_pool,Unity,4254.223963795738,8314.20731096598,2096
2015-06-28,8_ball_pool,Unity,3969.7547895876705,12613.015975904587,2046
2015-06-29,8_ball_pool,Unity,4352.8115481188215,14612.516896052584,2193
2015-06-30,8_ball_pool,Unity,3897.006063157592,12954.86169625121,2182
2015-07-01,8_ball_pool,Unity,4015.2591825170402,8538.789866689429,2454
2015-07-02,8_ball_pool,Unity,3970.8331361376595,14538.68646127099,2356
2015-07-03,8_ball_pool,Unity,4213.467673506508,14015.432129911384,2473
2015-07-04,8_ball_pool,Unity,3911.489510630997,13937.735757034621,2396
2015-07-05,8_ball_pool,Unity,4339.4859497013285,15640.656056068652,2374
2015-07-06,8_ball_pool,Unity,4203.224016819616,14157.778611243575,2352
2015-07-07,8_ball_pool,Unity,4388.474385347191,15394.296044131615,2774
2015-07-08,8_ball_pool,Unity,4075.519472836041,16014.438446142178,2617
2015-07-09,8_ball_pool,Unity,4243.589743034286,18298.669326559768,2593
2015-07-10,8_ball_pool,Unity,4742.099958995961,20139.21426537359,2659
2015-07-11,8_ball_pool,Unity,3665.6047471493366,18412.828448229928,2681
2015-07-12,8_ball_pool,Unity,4462.08986415737,16668.835420871088,2659
2015-07-13,8_ball_pool,Unity,3918.9896137700694,16793.727341159825,2424
2015-07-14,8_ball_pool,Unity,4937.521157966708,17084.12008947396,2575
2015-07-15,8_ball_pool,Unity,3749.459261865439,14797.945761910647,2384
2015-07-16,8_ball_pool,Unity,3280.3335750691494,17316.738304247338,2308
2015-07-17,8_ball_pool,Unity,4243.25383503173,18862.99510895396,2693
2015-07-18,8_ball_pool,Unity,4033.098131824487,22149.973992441697,2570
2015-07-19,8_ball_pool,Unity,4666.833844943937,14771.303761721745,2755
2015-07-20,8_ball_pool,Unity,4468.6896390360635,17704.961585389297,2601
2015-07-21,8_ball_pool,Unity,4653.755525145085,18628.30177259398,2692
2015-07-22,8_ball_pool,Unity,4212.484032973755,15373.073809879079,2363
2015-07-23,8_ball_pool,Unity,3992.319818074743,16925.99383850387,2643
2015-07-24,8_ball_pool,Unity,4384.374034315052,17358.816991588952,2772
2015-07-25,8_ball_pool,Unity,3817.364342566405,14752.436501869857,2411
2015-07-26,8_ball_pool,Unity,4238.025335847405,18948.459328198012,2529
2015-07-27,8_ball_pool,Unity,4436.467283912735,17079.521220355084,2548
2015-07-28,8_ball_pool,Unity,4724.010418358098,18806.438881552014,2648
2015-07-29,8_ball_pool,Unity,4136.085135483513,17459.404046693875,2530
2015-07-30,8_ball_pool,Unity,3697.332099645302,20601.51200186965,2633
2015-07-31,8_ball_pool,Unity,4266.440492296684,17203.879208460545,2449
2015-08-01,8_ball_pool,Unity,3792.60230732521,20083.849922735557,3095
2015-08-02,8_ball_pool,Unity,4117.399428618553,18451.003006510204,3015
2015-08-03,8_ball_pool,Unity,3682.9669333354736,18389.768945813787,2888
2015-08-04,8_ball_pool,Unity,4444.31089011911,20057.807188161598,3021
2015-08-05,8_ball_pool,Unity,3439.8982289314245,18083.090013699482,2974
2015-08-06,8_ball_pool,Unity,4109.792425520221,19998.16425976046,2909
2015-08-07,8_ball_pool,Unity,3712.801216808227,18616.385790981913,2709
2015-08-08,8_ball_pool,Unity,3978.2024142698815,19348.559757577033,3079
2015-08-09,8_ball_pool,Unity,4212.397512680941,11462.93578625365,3052
2015-08-10,8_ball_pool,Unity,4194.367354777636,22222.817541267323,3093
2015-08-11,8_ball_pool,Unity,4646.3618032715585,24122.91798315545,3064
2015-08-12,8_ball_pool,Unity,4551.099349777316,21994.1131505282,3157
2015-08-13,8_ball_pool,Unity,4029.614380442376,22154.987424595936,2808
2015-08-14,8_ball_pool,Unity,3138.7288710657062,17033.993760129306,2801
2015-08-15,8_ball_pool,Unity,4544.292885391425,22579.532489949364,3079
2015-08-16,8_ball_pool,Unity,4570.6392680123345,14476.084683664285,3027
2015-08-17,8_ball_pool,Unity,4626.839137309153,23836.531123551704,3155
2015-08-18,8_ball_pool,Unity,4015.0288368245583,22250.312252241067,2842
2015-08-19,8_ball_pool,Unity,3138.4053894055787,20967.596995911626,3065
2015-08-20,8_ball_pool,Unity,4798.51575827798,13550.93250294941,3160
2015-08-21,8_ball_pool,Unity,3870.7145277302643,25014.1366858739,2954
2015-08-22,8_ball_pool,Unity,3157.44161968752,18352.218578370943,3066
2015-08-23,8_ball_pool,Unity,3552.8722291123636,21161.35248685587,3040
2015-08-24,8_ball_pool,Unity,4160.189522067562,22102.4141738311,3077
2015-08-25,8_ball_pool,Unity,3497.2287686760924,20744.616990775525,3032
2015-08-26,8_ball_pool,Unity,3731.7020503844756,21047.379621703425,3188
2015-08-27,8_ball_pool,Unity,3738.3803810045547,22206.36194774952,3015
2015-08-28,8_ball_pool,Unity,3134.5353872461574,22549.02420076988,2847
2015-08-29,8_ball_pool,Unity,3875.719840480846,18179.34812380538,2920
2015-08-30,8_ball_pool,Unity,4187.963917430455,22555.510078915224,3076
2015-08-31,8_ball_pool,Unity,4064.636863217997,21315.41110872515,3163
2015-09-01,8_ball_pool,Unity,4569.772391055073,31566.393175254554,4091
2015-09-02,8_ball_pool,Unity,3844.7207070077675,27876.463266714258,3603
2015-09-03,8_ball_pool,Unity,3588.806015179709,21509.50696673175,3813
2015-09-04,8_ball_pool,Unity,4121.963697769939,21854.287729599208,3643
2015-09-05,8_ball_pool,Unity,4118.315991874503,26294.577791198084,3779
2015-09-06,8_ball_pool,Unity,3840.749768859222,32696.074885097223,4056
2015-09-07,8_ball_pool,Unity,4254.609081972347,18499.37924332969,3817
2015-09-08,8_ball_pool,Unity,4113.677382585157,31001.526066814302,4102
2015-09-09,8_ball_pool,Unity,4331.287786728431,28687.47582086317,3891
2015-09-10,8_ball_pool,Unity,4401.782329330973,28468.465089803285,3837
2015-09-11,8_ball_pool,Unity,3542.0357120410918,17363.757601793415,3509
2015-09-12,8_ball_pool,Unity,3695.862400680098,23076.40381501605,3449
2015-09-13,8_ball_pool,Unity,3866.0982740085487,31910.592743417903,3690
2015-09-14,8_ball_pool,Unity,4284.568416308067,27130.734352215033,4007
2015-09-15,8_ball_pool,Unity,3520.3915140155464,25326.144241131664,3749
2015-09-16,8_ball_pool,Unity,3656.544331556749,21053.33665139935,3351
2015-09-17,8_ball_pool,Unity,3638.3327002946107,21512.430674514482,3754
2015-09-18,8_ball_pool,Unity,3876.671279364826,25688.724259423565,3930
2015-09-19,8_ball_pool,Unity,3895.8908994483754,20018.92635164359,3565
2015-09-20,8_ball_pool,Unity,3979.663651216296,32879.812888013475,3890
2015-09-21,8_ball_pool,Unity,3835.3872442903044,17216.930271906727,3512
2015-09-22,8_ball_pool,Unity,3954.0882923984714,30802.679163759036,3939
2015-09-23,8_ball_pool,Unity,3849.972981967033,25109.475852305346,3900
2015-09-24,8_ball_pool,Unity,3749.72783579968,30489.589094389776,4036
2015-09-25,8_ball_pool,Unity,3891.6543076180983,24907.12392257041,3629
2015-09-26,8_ball_pool,Unity,4018.170218766697,25252.988160717774,3741
2015-09-27,8_ball_pool,Unity,3783.033504115531,23531.95540075364,3637
2015-09-28,8_ball_pool,Unity,4110.615484671833,22214.325916870126,3880
2015-09-29,8_ball_pool,Unity,3927.3846459078986,25866.101109726344,3749
2015-09-30,8_ball_pool,Unity,4863.99463003778,28755.43772052413,4037
2015-10-01,8_ball_pool,Unity,3346.982713149018,21539.489809302104,3068
2015-10-02,8_ball_pool,Unity,4051.637775214753,16263.68022098156,2971
2015-10-03,8_ball_pool,Unity,4259.992779712863,19555.316210121462,3295
2015-10-04,8_ball_pool,Unity,4125.626313042162,22931.856782486975,3039
2015-10-05,8_ball_pool,Unity,4351.393718416164,23414.686824187113,3162
2015-10-06,8_ball_pool,Unity,4450.833748318505,18366.156180343936,3217
2015-10-07,8_ball_pool,Unity,4193.473531219032,18893.84665459903,3058
2015-10-08,8_ball_pool,Unity,4369.586215138071,22025.217169439555,3065
2015-10-09,8_ball_pool,Unity,4152.215876898692,18638.496019201382,3050
2015-10-10,8_ball_pool,Unity,3554.932221298689,19214.22000013318,2795
2015-10-11,8_ball_pool,Unity,4465.06857072365,16750.783443841392,3107
2015-10-12,8_ball_pool,Unity,3622.660415798625,13389.832219546272,3020
2015-10-13,8_ball_pool,Unity,3981.782610859464,21579.37861621024,2874
2015-10-14,8_ball_pool,Unity,3905.3392687968076,18941.356650885762,2872
2015-10-15,8_ball_pool,Unity,3942.2482458506993,19423.49874045011,3073
2015-10-16,8_ball_pool,Unity,3959.2209680907395,18534.768943898824,3021
2015-10-17,8_ball_pool,Unity,5030.941823666548,24304.29398807892,3377
2015-10-18,8_ball_pool,Unity,3326.4030073349986,23018.44252262712,2935
2015-10-19,8_ball_pool,Unity,4266.551022107609,21837.13598885687,3003
2015-10-20,8_ball_pool,Unity,4043.7039681358006,19651.076662164538,3222
2015-10-21,8_ball_pool,Unity,4495.149692567457,24950.722465929826,3288
2015-10-22,8_ball_pool,Unity,3443.6206479893185,20022.261734252075,2902
2015-10-23,8_ball_pool,Unity,3518.995748256231,21161.03657888149,2985
2015-10-24,8_ball_pool,Unity,4521.418421212136,19977.967090072038,3132
2015-10-25,8_ball_pool,Unity,3629.781981304005,16935.78026660539,2809
2015-10-26,8_ball_pool,Unity,3822.6955823610047,23716.075284738432,2900
2015-10-27,8_ball_pool,Unity,4206.12303487714,23189.55009993514,3291
2015-10-28,8_ball_pool,Unity,3848.8744319490283,22409.159966689534,3215
2015-10-29,8_ball_pool,Unity,3973.705101997521,27039.629343580178,2968
2015-10-30,8_ball_pool,Unity,3615.3720366551283,20187.192810312543,2955
2015-10-31,8_ball_pool,Unity,4171.385217657498,21332.39895155751,3196
2015-11-01,8_ball_pool,Unity,4062.6996456679913,19229.66460880673,2602
2015-11-02,8_ball_pool,Unity,4059.4288156160587,16626.097501670705,2538
2015-11-03,8_ball_pool,Unity,3770.8798081694654,19062.414678217086,2527
2015-11-04,8_ball_pool,Unity,4251.101825675313,17676.61548069551,2614
2015-11-05,8_ball_pool,Unity,3545.9676279838363,19413.373050625174,2642
2015-11-06,8_ball_pool,Unity,4050.708243207953,10785.30376622297,2526
2015-11-07,8_ball_pool,Unity,4675.851861759248,19168.03937642296,2674
2015-11-08,8_ball_pool,Unity,4511.121943913569,13347.232373589144,2702
2015-11-09,8_ball_pool,Unity,3716.6067237496504,16548.743665627248,2432
2015-11-10,8_ball_pool,Unity,5057.07916975355,15249.06026449828,2696
2015-11-11,8_ball_pool,Unity,3988.846756806732,14401.62268736934,2469
2015-11-12,8_ball_pool,Unity,4052.6851239308207,17722.61174690901,2577
2015-11-13,8_ball_pool,Unity,4062.0644208311774,19911.15313581282,2386
2015-11-14,8_ball_pool,Unity,3872.9591644054126,15521.066000185921,2350
2015-11-15,8_ball_pool,Unity,4077.770977919339,15091.553554880822,2639
2015-11-16,8_ball_pool,Unity,4389.731649434529,20884.651542586253,2703
2015-11-17,8_ball_pool,Unity,3787.547580355426,16849.111814036285,2493
2015-11-18,8_ball_pool,Unity,4044.2540176965417,17010.01612929755,2576
2015-11-19,8_ball_pool,Unity,3371.2525978562267,19248.617875568765,2477
2015-11-20,8_ball_pool,Unity,3595.8472332805013,19004.727925840576,2492
